,budget,company,country,director,genre,gross,name,rating,released,runtime,score,star,votes,writer,year,isprofit,profitability_ratio,profitability_ratio_bucket,adult,id,imdb_id,original_title,overview,popularity,tagline,title,genres_edited,spoken_languages_edited,production_countries_edited,keywords_edited,year_released,budget_norm,runtime_norm,score_norm,votes_norm,popularity_norm
228,23000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Drama,5820015,Stanley & Iris,PG-13,9.02.1990 00:00,104,6.3,Jane Fonda,5877,Pat Barker,1990,0,-0.74695587,-70,FALSE,36094,tt0100680,Stanley & Iris,"An illiterate cook at a company cafeteria tries for the attention of a newly widowed woman. As they get to know one another, she discovers his inability to read. When he is fired, she takes on trying to teach him to read in her kitchen each night.",1.914881,Some people need love spelled out for them.,Stanley & Iris,"Drama, Romance",en,US,"cook, education, widow, bakery, love, tutoring",1990,-0.31950191576684545,-0.09800391744725254,0.032639921148287405,-0.8831216293018238,-1.7678224276534298
229,22000000,Other,USA,Other,Action,14760451,Fire Birds,PG-13,25.05.1990 00:00,85,4.7,Nicolas Cage,5036,Step Tyner,1990,0,-0.329070409,-30,FALSE,6470,tt0099575,Fire Birds,"A joint task force operation between the Drug Enforcement Administration and the U.S. Army has been formed to dismantle one of the largest drug cartels operating in South America. Multiple attempts to assault the cartel's mountainous compound have been thwarted by a Scorpion-attack helicopter piloted by a cartel leader, Eric Stoller (Bert Rhine). After having several aircraft shot down, most notably a pair of UH–60 Black Hawks and their AH–1 Cobra escorts, the army turns to the new AH–64 Apache attack helicopter, which can match its enemies' maneuverability and firepower.",2.65559,The best just got better,Fire Birds,"Action, Adventure",en,US,"flying, drug",1990,-0.3621339951719605,-1.448482207831204,-1.8701421731416914,-0.8965312276092777,-1.5593493726996115
230,25000000,Other,Other,Other,Adventure,2075084,The Sheltering Sky,R,12.12.1990 00:00,138,6.8,Debra Winger,9389,Paul Bowles,1990,0,-0.91699664,-90,FALSE,24016,tt0100594,The Sheltering Sky,"An American couple (John Malkovich, Debra Winger) drift toward emptiness in postwar North Africa.",13.798247,A woman's dangerous and erotic journey...,The Sheltering Sky,"Adventure, Drama, Romance","ar, en, fr","IT, GB","africa, adultery, sahara, extramarital affair",1990,-0.2342377569566153,2.3186414442924503,0.627259325613906,-0.8271234018871054,1.5767590654219032
231,40000000,Other,USA,Other,Drama,9243140,Havana,R,14.12.1990 00:00,144,6.1,Robert Redford,6021,Judith Rascoe,1990,0,-0.7689215,-80,FALSE,22189,tt0099747,Havana,"An American professional gambler named Jack Weil (Redford) decides to visit Havana, Cuba to gamble. On the boat to Havana, he meets Roberta Duran (Olin), the wife of a revolutionary, Arturo (Julia). Shortly after their arrival, Arturo is taken away by the secret police, and Roberta is captured and tortured. Jack frees her, but she continues to support the revolution.",10.10753,A gambler who trusted no one. A woman who risked everything. And a passion that brought them together in the most dangerous city in the world.,Havana,"Drama, Romance","en, es",US,"cuba, cuban revolution, gambler",1990,0.40524343412011044,2.745108272834751,-0.20520784063796021,-0.8808255744192157,0.5380042400316466
232,24000000,Other,USA,Clint Eastwood,Adventure,2319124,White Hunter Black Heart,PG,14.09.1990 00:00,112,6.7,Clint Eastwood,9279,Peter Viertel,1990,0,-0.903369833,-90,FALSE,28761,tt0100928,White Hunter Black Heart,"A thinly fictionalized account of a legendary movie director, whose desire to hunt down an animal turns into a grim situation with his movie crew in Africa",3.82281,An adventure in obsession...,White Hunter Black Heart,"Adventure, Drama, Action",en,US,"film making, safari",1990,-0.27686983636173035,0.4706185206091481,0.5083354447207826,-0.8288773327002087,-1.2308345049132123
233,2000000,Other,USA,Other,Horror,1627955,Brain Dead,R,19.01.1990 00:00,85,6.1,Bill Pullman,2792,Charles Beaumont,1990,0,-0.1860225,-20,FALSE,5898,tt0099173,Brain Dead,"A psychological thriller from the writer of the original ""Twilight Zone!"" In a showdown of man vs. machine, Martin plunges into a chaotic nightmare trying to save his mind from the megalomaniacal corporation!",10.28123,You have nothing to lose... except your mind.,Brain Dead,"Horror, Action, Thriller, Science Fiction",en,US,"sex, showdown, experiment, nightmare, man, insanity, machine, psychological, save, corporation, lobotomy, megalomaniacal, chaotic, mind",1990,-1.2147755832742615,-1.448482207831204,-0.20520784063796021,-0.9323114161965864,0.5868922239031512
234,30000000,Metro-Goldwyn-Mayer (MGM),USA,Other,Comedy,113502000,The Addams Family,PG-13,22.11.1991 00:00,99,6.8,Anjelica Huston,104334,Charles Addams,1991,1,2.7834,280,FALSE,2907,tt0101272,The Addams Family,"Uncle Fester has been missing for 25 years. An evil doctor finds out and introduces a fake Fester in an attempt to get the Adams Family's money. The youngest daughter has some doubts about the new uncle Fester, but the fake uncle adapts very well to the strange family. Can the doctor carry out her evil plans and take over the Adams Family's fortune?",12.962525,Weird Is Relative,The Addams Family,"Horror, Comedy, Fantasy",en,US,"dead wish, vampire, black humor, uncle, eccentric, werewolf, macabre, loan shark, accountant",1991,-0.021077359931040065,-0.45339294123250296,0.627259325613906,0.6867580622047051,1.3415445365959877
235,70000000,Other,USA,Steven Spielberg,Adventure,119654823,Hook,PG,11.12.1991 00:00,142,6.7,Dustin Hoffman,196513,J.M. Barrie,1991,1,0.7093546140000001,70,FALSE,879,tt0102057,Hook,"The boy who wasn't supposed to grow up—Peter Pan—did just that, becoming a soulless corporate lawyer whose workaholism could cost him his wife and kids. But a trip to see Granny Wendy in London, where the vengeful Capt. Hook kidnaps Peter's kids and forces Peter to return to Neverland, could lead to a chance at redemption, in this family-oriented fantasy from director Steven Spielberg.",14.508137,What if Peter Pan grew up?,Hook,"Adventure, Fantasy, Comedy, Family",en,US,"flying, swordplay, sword, fantasy, peter pan, daughter, fairy-tale figure, rescue",1991,1.6842058162735618,2.6029526633206506,0.5083354447207826,2.156536138759753,1.776558091734755
236,16500000,Other,USA,Ridley Scott,Adventure,45361000,Thelma & Louise,R,24.05.1991 00:00,130,7.4,Susan Sarandon,109801,Callie Khouri,1991,1,1.749151515,170,FALSE,1541,tt0103074,Thelma & Louise,"Whilst on a short weekend getaway, Louise shoots a man who had tried to rape Thelma. Due to the incriminating circumstances, they make a run for it and thus a cross country chase ensues for the two fugitives. Along the way, both women rediscover the strength of their friendship and surprising aspects of their personalities and self-strengths in the trying times.",14.785388,Somebody said get a life... so they did,Thelma & Louise,"Drama, Thriller, Crime, Adventure",en,US,"usa, southern usa, waitress, self-defense, highway, arkansas, grand canyon, drive over cliff",1991,-0.5966104319000932,1.7500190062360497,1.3408026109726487,0.7739284236159425,1.8545905754213323
237,11000000,Columbia Pictures Corporation,USA,Other,Adventure,2807854,Return to the Blue Lagoon,PG-13,2.08.1991 00:00,102,5.1,Brian Krause,15262,Henry De Vere Stacpoole,1991,0,-0.744740545,-70,FALSE,13888,tt0102782,Return to the Blue Lagoon,"In this sequel to the 1980 classic, two children are stranded on a beautiful island in the South Pacific. With no adults to guide them, the two make a simple life together and eventually become tanned teenagers in love.",8.929393,"Return to the Romance, Return to the Adventure...",Return to the Blue Lagoon,Adventure,en,US,"island, marooned, pacific island, teenager, deserted island, tropical island",1991,-0.831086868628226,-0.2401595269613527,-1.3944466495691974,-0.7334794412929593,0.20641677512420387
238,30000000,Paramount Pictures,USA,Other,Action,74888996,Star Trek VI: The Undiscovered Country,PG,6.12.1991 00:00,113,7.2,William Shatner,59567,Gene Roddenberry,1991,1,1.4962998669999998,150,FALSE,174,tt0102975,Star Trek VI: The Undiscovered Country,"On the eve of retirement, Kirk and McCoy are charged with assassinating the Klingon High Chancellor and imprisoned. The Enterprise crew must help them escape to thwart a conspiracy aimed at sabotaging the last best hope for peace.",5.90057,The battle for peace has begun.,Star Trek VI: The Undiscovered Country,"Science Fiction, Action, Adventure, Thriller",en,US,"farewell, federation, starfleet, peace conference, uss enterprise-a, rura penthe, court case, peace contract, plan, klingon, space opera",1991,-0.021077359931040065,0.5416963253661982,1.1029548491864012,-0.027043944251644123,-0.6460475309992385
239,9000000,Other,USA,Other,Comedy,6153939,Barton Fink,R,21.08.1991 00:00,116,7.7,John Turturro,96089,Joel Coen,1991,0,-0.316229,-30,FALSE,290,tt0101410,Barton Fink,A renowned New York playwright is enticed to California to write for the movies and discovers the hellish truth of Hollywood.,8.387025999999999,There's only one thing stranger than what's going on inside his head. What's going on outside.,Barton Fink,"Comedy, Drama",en,"GB, US","film business, screenplay, film producer, screenwriter, cinema, mass murder, los angeles",1991,-0.9163510274384561,0.7549297396373484,1.6975742536520197,0.555292975349821,0.05376721180562974
240,35000000,Walt Disney Pictures,USA,Other,Action,46704056,The Rocketeer,PG,21.06.1991 00:00,108,6.4,Billy Campbell,45621,Dave Stevens,1991,1,0.3344016,30,FALSE,10249,tt0102803,The Rocketeer,"Straight from the pages of a pulp comic from a past era, the Rocketeer recreates 1930s Hollywood, complete with gangsters, Nazi spies, and the growth of the Age of Aviation. Young pilot Cliff Secord stumbles on a top secret rocket-pack and with the help of his mechanic/mentor, Peevy, he attempts to save his girl and stop the Nazis as The Rocketeer.",10.536644,"Three years before the United States declares war, Cliff Secord leads America's first battle against the Nazis.",The Rocketeer,"Action, Adventure, Science Fiction, Family",en,US,"superhero, los angeles, flying man, pilot hero, nazi collaborator, 1980s",1991,0.1920830370945352,0.1863073015809478,0.15156380204141173,-0.2494104817020037,0.6587786689955891
241,16000000,Other,Other,Other,Drama,2541541,Naked Lunch,R,24.04.1992 00:00,115,7.1,Peter Weller,39143,William S. Burroughs,1991,0,-0.841153688,-80,FALSE,2742,tt0102511,Naked Lunch,"After developing an addiction to the substance he uses to kill bugs, an exterminator accidentally murders his wife and becomes involved in a secret government plot being orchestrated by giant bugs in an Islamic port town in Africa.",7.919299,Exterminate all rational thought.,Naked Lunch,"Crime, Drama","ar, en","CA, JP, GB","based on novel, writing, hallucination, independent film, writer, bug, illegal drugs, exterminator, beat generation, lynchian",1992,-0.6179264716026508,0.6838519348802984,0.9840309682932769,-0.3527010617682183,-0.07787487243309887
242,26000000,Twentieth Century Fox Film Corporation,USA,Other,Action,69467617,Hot Shots!,PG-13,31.07.1991 00:00,84,6.7,Charlie Sheen,85058,Jim Abrahams,1991,1,1.6718314230000002,170,FALSE,9595,tt0102059,Hot Shots!,"Charlie Sheen, Lloyd Bridges, Cary Elwes, Valeria Golino and Jon Cryer co-star in director Jim Abrahams' (Airplane, Naked Gun) truly hilarious spoof of Top Gun. Recruited to join a top-secret mission for the Air Force, a renegade pilot (Sheen) finds himself coping with an incompetent admiral (Bridges) and a carefully selected squadron of flyers who are either inept or half-blind.",11.026793,The mother of all movies.,Hot Shots!,"Action, Comedy, War",en,US,"secret mission, bad luck, saddam hussein, drill instructor, jet crash",1991,-0.19160567755150026,-1.5195600125882542,0.5083354447207826,0.37940560444670063,0.7967314404788016
243,35000000,Touchstone Pictures,USA,Other,Comedy,63710000,What About Bob?,PG,17.05.1991 00:00,99,7.0,Bill Murray,53791,Alvin Sargent,1991,1,0.820285714,80,FALSE,10276,tt0103241,What About Bob?,"Before going on vacation, self-involved psychiatrist Dr. Leo Marvin has the misfortune of taking on a new patient: Bob Wiley. An exemplar of neediness and a compendium of phobias, Bob follows Marvin to his family's country house. Dr. Marvin tries to get him to leave; the trouble is, everyone loves Bob. As his oblivious patient makes himself at home, Dr. Marvin loses his professional composure and, before long, may be ready for the loony bin himself.",11.787942,Bob's a special kind of friend. The kind that drives you crazy!,What About Bob?,Comedy,en,US,"desperation, idiot, neurosis, psychiatrist, family holiday",1991,0.1920830370945352,-0.45339294123250296,0.8651070874001535,-0.11914125676514455,1.0109573474207232
244,2500000,New Line Cinema,USA,Other,Drama,6401336,My Own Private Idaho,R,20.07.1991 00:00,104,7.1,River Phoenix,40101,Gus Van Sant,1991,1,1.5605344,160,FALSE,468,tt0102494,My Own Private Idaho,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters (River Phoenix) is a gay hustler afflicted with narcolepsy. Scott Favor (Keanu Reeves) is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.",7.289727,"It's not where you go, it's how you get there.",My Own Private Idaho,"Drama, Romance",en,US,"individual, gay, father son relationship, rome, robbery, treasure, portland, cocaine, generations confilct, idaho, hustler, german, seattle, narkolepsy, pink bathrobe, prostitution, gay sex, incest, lgbt, road movie",1991,-1.193459543571704,-0.09800391744725254,0.9840309682932769,-0.33742591886864537,-0.25506834268036904
245,38000000,Other,USA,Oliver Stone,Biography,35183792,The Doors,R,1.03.1991 00:00,140,7.2,Val Kilmer,72491,Randall Jahnson,1991,0,-0.074110737,-10,FALSE,10537,tt0101761,The Doors,"The story of the famous and influential 1960's rock band and its lead singer and composer, Jim Morrison.",7.829619,"The Ultimate Story of Sex, Drugs & Rock 'N' Roll",The Doors,"Drama, Music",en,US,"hippie, poetry, sex, rock and roll, nudity, hallucination, wilderness, airplane, musical, addicted, joint, organ, lsd, biography, alcoholism, the doors, car crash, singer, drug, music band, flashback, blood ritual",1991,0.31997927530988035,2.4607970538065502,1.1029548491864012,0.17902698146242782,-0.10311536980556003
246,24000000,TriStar Pictures,USA,Other,Comedy,41895491,The Fisher King,R,27.09.1991 00:00,137,7.6,Jeff Bridges,67814,Richard LaGravenese,1991,1,0.7456454579999999,70,FALSE,177,tt0101889,The Fisher King,Two troubled men face their terrible destinies and events of their past as they join together on a mission to find the Holy Grail and thus to save themselves.,11.184385,"A Modern Day Tale About The Search For Love, Sanity, Ethel Merman And The Holy Grail.",The Fisher King,"Comedy, Drama",en,US,"holy grail, homeless person, loss of lover, mental disease, sense of guilt, suppressed past, yuppie, cynic, fantasy, self-discovery, housebreaking, forgiveness, gun rampage, talk show, legend, unsociability, person running amok",1991,-0.27686983636173035,2.2475636395354,1.5786503727588954,0.10445303225438739,0.841085816726805
247,29000000,Other,USA,Other,Action,59509925,The Last Boy Scout,R,13.12.1991 00:00,105,6.9,Bruce Willis,80307,Shane Black,1991,1,1.052066379,110,FALSE,9319,tt0102266,The Last Boy Scout,"When the girl that detective Joe Hallenback is protecting gets murdered, the boyfriend of the murdered girl (ex-football player Jimmy Dix) attempts to investigate and solve the case. What they discover is that there is deep seated corruption going on between a crooked politician and the owner of a pro football team.",10.550259,Everyone had counted them out. But they're about to get back in the game.,The Last Boy Scout,"Action, Thriller",en,US,"bomb, corruption, assassin, sniper, anti hero, cocaine, senator, strip club, cynicism, puppet, swimming pool, dysfunctional marriage, los angeles, police detective, alcoholic, private detective, bribery, frame up, exotic dancer, child kidnapping",1991,-0.06370943933615511,-0.026926112690202456,0.7461832065070303,0.3036517381462088,0.6626106200630072
248,75000000,Other,USA,Ron Howard,Action,77868585,Backdraft,R,24.05.1991 00:00,137,6.7,Kurt Russell,61711,Gregory Widen,1991,1,0.0382478,0,FALSE,2924,tt0101393,Backdraft,They say a blast of flames can take a life ... and hide a secret. But now firemen brothers Brian and Stephen McCaffrey are battling each other over past slights while trying to stop an arsonist with a diabolical agenda from torching Chicago.,9.883727,"Silently behind a door, it waits.",Backdraft,"Action, Crime, Drama, Mystery, Thriller",en,US,"brother brother relationship, corruption, chicago, fire, office, firemen, danger of life, investigation, psychopath, rescue, arson, explosion, pyromaniac",1991,1.8973662132991371,2.2475636395354,0.5083354447207826,0.007141761778297863,0.47501473252218007
249,6000000,Universal Pictures,USA,Wes Craven,Comedy,24204154,The People Under the Stairs,R,1.11.1991 00:00,102,6.3,Brandon Quintin Adams,25742,Wes Craven,1991,1,3.034025667,300,FALSE,13122,tt0105121,The People Under the Stairs,"When young Fool breaks into the home of his family's greedy and uncaring landlords, he discovers a disturbing scenario where incestuous adult siblings have mutilated a number of boys and kept them imprisoned under stairs in their large, creepy house. As Fool attempts to flee before the psychopaths can catch him, he meets their daughter, Alice, who has been spared any extreme discipline by her deranged parents. Can Fool and Alice escape before it's too late?",12.709349,In every neighborhood there is one house that adults whisper about and children cross the street to avoid.,The People Under the Stairs,"Comedy, Drama, Horror, Mystery, Thriller",en,US,"shotgun, escape, serial killer, incest, mental illness, break in, guard dog, disfigurement, neighborhood, poor kid, cannibalism, tarot reading, in the walls",1991,-1.0442472656538013,-0.2401595269613527,0.032639921148287405,-0.5663776692809294,1.270287978135124
250,25000000,Other,USA,Other,Action,78656813,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,PG,22.03.1991 00:00,88,6.0,Paige Turco,44901,Kevin Eastman,1991,1,2.14627252,210,FALSE,1497,tt0103060,Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"The Turtles and the Shredder battle once again, this time for the last cannister of the ooze that created the Turtles, which Shredder wants to create an army of new mutants.",7.994266,"Cowabunga, it's the new turtle movie.",Teenage Mutant Ninja Turtles II: The Secret of the Ooze,"Science Fiction, Adventure, Action, Comedy, Family",en,"HK, US","crime fighter, fight, mutant, turtle, ninja, reporter, new york city",1991,-0.2342377569566153,-1.2352487935600538,-0.3241317215310835,-0.2608907561150439,-0.05677535897947146
251,11000000,New Line Cinema,USA,Other,Comedy,34872033,Freddy's Dead: The Final Nightmare,R,13.09.1991 00:00,89,4.9,Robert Englund,33582,Wes Craven,1991,1,2.170184818,220,FALSE,11284,tt0101917,Freddy's Dead: The Final Nightmare,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",11.560358,They saved the best for last.,Freddy's Dead: The Final Nightmare,"Horror, Thriller, Comedy",en,US,"amnesia, nightmare, alternate dimension, psychologist, memory loss, youth, killer, disfigurement, duringcreditsstinger, woman director, halfway house, dreams, memories",1991,-0.831086868628226,-1.1641709888030038,-1.6322944113554438,-0.44137023678338033,0.9469036748737318
252,65000000,TriStar Pictures,USA,Other,Action,17218080,Hudson Hawk,R,24.05.1991 00:00,100,5.8,Bruce Willis,45642,Bruce Willis,1991,0,-0.7351064620000001,-70,FALSE,9292,tt0102070,Hudson Hawk,"Eddie Hawkins, called Hudson Hawk has just been released from ten years of prison and is planning to spend the rest of his life honestly. But then the crazy Mayflower couple blackmail him to steal some of the works of Leonardo da Vinci. If he refuses, they threaten to kill his friend Tommy.",9.782014,Danger is his middle name.,Hudson Hawk,"Action, Adventure, Comedy","en, it",US,"vatican, leonardo da vinci, painting, master thief",1991,1.4710454192479865,-0.38231513647545284,-0.5619794833173312,-0.2490756403649567,0.44638753906494144
253,20000000,Other,USA,Other,Adventure,38037513,Bill & Ted's Bogus Journey,PG,19.07.1991 00:00,93,6.2,Keanu Reeves,52853,Chris Matheson,1991,1,0.90187565,90,FALSE,1649,tt0101452,Bill & Ted's Bogus Journey,"Amiable slackers Bill and Ted are once again roped into a fantastical adventure when De Nomolos, a villain from the future, sends evil robot duplicates of the two lads to terminate and replace them. The robot doubles actually succeed in killing Bill and Ted, but the two are determined to escape the afterlife, challenging the Grim Reaper to a series of games in order to return to the land of the living.",7.2562929999999985,Once... they made history. Now... they are history.,Bill & Ted's Bogus Journey,"Adventure, Comedy, Family, Fantasy, Science Fiction",en,US,"future, dying and death, heaven, time travel, heavy metal, diabolical ego, afterlife, metal, robot, devil, doppelganger, seance",1991,-0.44739815398219057,-0.8798597697748034,-0.08628395974483588,-0.13409750315324417,-0.26447836486091
254,15000000,Other,USA,Other,Action,30102717,Double Impact,R,9.08.1991 00:00,110,5.5,Jean-Claude Van Damme,31574,Sheldon Lettich,1991,1,1.0068478,100,FALSE,9594,tt0101764,Double Impact,"Jean Claude Van Damme plays a dual role as Alex and Chad, twins separated at the death of their parents. Chad is raised by a family retainer in Paris, Alex becomes a petty crook in Hong Kong. Seeing a picture of Alex, Chad rejoins him and convinces him that his rival in Hong Kong is also the man who killed their parents. Alex is suspicious of Chad, especially when it comes to his girlfriend.",6.600650999999999,Two brothers separated by the violence. Now together in a mission of revenge.,Double Impact,"Thriller, Action, Crime, Drama",en,US,"loss of parents, karate, fighter, revenge, hong kong, twins, hoodlum",1991,-0.6605585510077658,0.32846291109504794,-0.9187511259967021,-0.4733874465353036,-0.44900925444917106
255,3500000,Other,Other,Other,Comedy,2015810,Night on Earth,R,12.12.1991 00:00,129,7.8,Winona Ryder,44688,Jim Jarmusch,1991,0,-0.424054286,-40,FALSE,339,tt0102536,Night on Earth,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,8.291886,Five Taxis. Five Cities. One Night.,Night on Earth,"Comedy, Drama","en, fi, fr, de, it","DE, FI, FR, GB, US","paris, new york, taxi, megacity, rome, dialogue, pastor, taxi driver, passenger, night life, casual meeting, metropolis, german democratic republic, casting agent, heart attack, helsinki, night, conflict, los angeles, city, finland, road movie, understanding",1991,-1.150827464166589,1.6789412014789995,1.816498134545143,-0.264287003962235,0.0269899936966206
256,13500000,Paramount Pictures,USA,Other,Comedy,26255594,Necessary Roughness,PG-13,27.09.1991 00:00,108,6.1,Scott Bakula,8750,Rick Natkin,1991,1,0.944858815,90,FALSE,20704,tt0102517,Necessary Roughness,"When the Texas Southern Armadillos football team is disqualified for cheating and poor grades, the University is forced to pick from a team that actually goes to school. Will they even win a single game?",9.626033,They just might be the biggest bunch of losers that ever became winners.,Necessary Roughness,Comedy,en,US,"american football, sport",1991,-0.7245066701154383,0.1863073015809478,-0.20520784063796021,-0.8373121454286786,0.40248657986942515
257,30000000,TriStar Pictures,USA,Barry Levinson,Biography,49114016,Bugsy,R,20.12.1991 00:00,136,6.8,Warren Beatty,22209,James Toback,1991,1,0.6371338670000001,60,FALSE,10337,tt0101516,Bugsy,"New York gangster Ben 'Bugsy' Siegel takes a brief business trip to Los Angeles. A sharp-dressing womanizer with a foul temper, Siegel doesn't hesitate to kill or maim anyone crossing him. In L.A. the life, the movies, and most of all strong-willed Virginia Hill detain him while his family wait back home. Then a trip to a run-down gambling joint at a spot in the desert known as Las Vegas gives him his big idea.",5.5163160000000016,Glamour was the disguise.,Bugsy,"Drama, Crime",en,US,"underworld, hitman, biography, psychopath, romance, money, hoodlum",1991,-0.021077359931040065,2.17648583477835,0.627259325613906,-0.6227107380326948,-0.7541960822632628
258,30000000,Columbia Pictures Corporation,USA,Other,Drama,74787599,The Prince of Tides,R,25.12.1991 00:00,132,6.7,Barbra Streisand,13391,Pat Conroy,1991,1,1.492919967,150,FALSE,10333,tt0102713,The Prince of Tides,A troubled man talks to his suicidal sister's psychiatrist about their family history and falls in love with her in the process.,2.960942,"A story about the memories that haunt us, and the truth that sets us free.",The Prince of Tides,"Drama, Romance",en,US,"american football, trainer, twin sister, suppressed past, psychiatrist, extramarital affair, woman director",1991,-0.021077359931040065,1.8921746157501498,0.5083354447207826,-0.7633122099412901,-1.4734078433321294
259,23000000,Paramount Pictures,USA,Other,Comedy,86930411,The Naked Gun 2½: The Smell of Fear,PG-13,28.06.1991 00:00,85,6.8,Leslie Nielsen,89142,Jim Abrahams,1991,1,2.779583087,280,FALSE,37137,tt0102510,The Naked Gun 2½: The Smell of Fear,"Bumbling cop Frank Drebin is out to foil the big boys in the energy industry, who intend to suppress technology that will put them out of business.",9.794569,If you see only one movie this year...you ought to get out more often,The Naked Gun 2½: The Smell of Fear,"Comedy, Crime",en,US,"washington d.c., usa president, spoof, the white house",1991,-0.31950191576684545,-1.448482207831204,0.627259325613906,0.4445242720895565,0.44992115240694885
260,14000000,Other,USA,Other,Action,39673161,Out for Justice,R,12.04.1991 00:00,91,6.0,Steven Seagal,18164,R. Lance Hill,1991,1,1.833797214,180,FALSE,14362,tt0102614,Out for Justice,"Gino Felino (Steven Seagal) is an NYPD detective from Brooklyn who knows everyone and everything in his neighborhood. Killing his Partner was someone's mistake, because he's now Out For Justice.",6.892056,No Sleep To Brooklyn!,Out for Justice,"Action, Thriller, Crime","en, it, es",US,"detective, brooklyn new york city",1991,-0.7031906304128809,-1.0220153792889035,-0.3241317215310835,-0.6872075574781777,-0.3669931177763108
261,50000000,Paramount Pictures,USA,Other,Drama,43001500,Regarding Henry,PG-13,10.07.1991 00:00,108,6.7,Harrison Ford,24971,J.J. Abrams,1991,0,-0.13997,-10,FALSE,11364,tt0102768,Regarding Henry,"Henry is a lawyer who survives a shooting only to find he cannot remember anything. If that weren't enough, Henry also has to recover his speech and mobility, in a life he no longer fits into. Fortunately, Henry has a loving wife and daughter to help him.",6.972737,"His life was based on power, success, and ruthlessness. Until a bullet made him think again.",Regarding Henry,Drama,en,US,"amnesia, childhood memory, firearm",1991,0.831564228171261,0.1863073015809478,0.5083354447207826,-0.5786711297982267,-0.3442853951123104
262,8000000,Other,USA,Other,Action,2275557,Showdown in Little Tokyo,R,23.08.1991 00:00,79,6.1,Dolph Lundgren,13465,Stephen Glantz,1991,0,-0.715555375,-70,FALSE,13154,tt0102915,Showdown in Little Tokyo,"An American with a Japanese upbringing, Chris Kenner is a police officer assigned to the Little Tokyo section of Los Angeles. Kenner is partnered with Johnny Murata, a Japanese-American who isn't in touch with his roots. Despite their differences, both men excel at martial arts, and utilize their formidable skills when they go up against Yoshida, a vicious yakuza drug dealer with ties to Kenner's past.",11.521011,One's a warrior. One's a wise guy. They're two L.A. cops going after a gang of drug lords. Feet first.,Showdown in Little Tokyo,"Action, Thriller","ja, en",US,"yakuza, los angeles, samurai sword",1991,-0.9589831068435711,-1.8749490363735046,-0.20520784063796021,-0.7621322928488388,0.9358294347966326
263,15000000,Paramount Pictures,USA,Other,Crime,38016380,Dead Again,R,30.08.1991 00:00,107,7.0,Kenneth Branagh,22783,Scott Frank,1991,1,1.5344253330000002,150,FALSE,11498,tt0101669,Dead Again,In 1949 composer Roman Strauss is executed for the vicious murder of his wife Margaret with a pair of scissors. In 1990s Los Angeles a mute amnesiac woman shows up at an orphanage and private eye Mike Church is called in to investigate. Under hypnosis both the woman and Church seem to have a strange link back to the Strauss murder.,9.696201,A Mystery About True Love...And Certain Death.,Dead Again,Thriller,en,US,"amnesia, nightmare, hypnosis, suspense, therapy",1991,-0.6605585510077658,0.11522949682389771,0.8651070874001535,-0.61355840815341,0.4222354114888596
264,30000000,Other,Other,Other,Action,15556340,Highlander II: The Quickening,R,1.11.1991 00:00,91,4.1,Christopher Lambert,38557,Gregory Widen,1991,0,-0.481455333,-50,FALSE,8010,tt0102034,Highlander II: The Quickening,"In the year 2025, the ozone layer is believed to have been destroyed. It is up to MacLeod and Rameriz to set things right. Opposition comes from both the planet Ziest (MacLeod and Ramirez's homeworld) and a corporation profiting from the supposed lack of ozone. Also, flashbacks show the story behind MacLeod and Ramirez's exile from Ziest.",8.032638,It's a kind of magic.,Highlander II: The Quickening,"Action, Fantasy, Science Fiction",en,"AR, FR, GB","new york, scotland, immortality",1991,-0.021077359931040065,-1.0220153792889035,-2.5836854585004345,-0.36204472955438716,-0.045975533319613036
265,23000000,Other,USA,Other,Action,7434726,Harley Davidson and the Marlboro Man,R,23.08.1991 00:00,98,6.0,Mickey Rourke,15567,Don Michael Paul,1991,0,-0.676751043,-70,FALSE,2453,tt0102005,Harley Davidson and the Marlboro Man,"It's the lawless future, and renegade biker Harley Davidson (Mickey Rourke) and his surly cowboy buddy, Marlboro (Don Johnson), learn that a corrupt bank is about to foreclose on their friend's bar to further an expanding empire. Harley and Marlboro decide to help by robbing the crooked bank. But when they accidentally filch a drug shipment, they find themselves on the run from criminal financiers and the mob in this rugged action adventure.",7.3381880000000015,When the going gets tough... the tough take the law into their own hands.,Harley Davidson and the Marlboro Man,"Action, Thriller",en,US,"corruption, harley davidson, drug dealer, los angeles, las vegas",1991,-0.31950191576684545,-0.524470745989553,-0.3241317215310835,-0.7286162694929909,-0.24142896106610856
